date,close,open,high,low,volume
2007-09-17T00:00:00+05:30,6897.100098,6898.0,6977.200195,6843.0,0.0
2007-09-18T00:00:00+05:30,7059.649902,6921.149902,7078.950195,6883.600098,0.0
2007-09-19T00:00:00+05:30,7401.850098,7111.0,7419.350098,7111.0,0.0
2007-09-20T00:00:00+05:30,7390.149902,7404.950195,7462.899902,7343.600098,0.0
2007-09-21T00:00:00+05:30,7464.5,7378.299805,7506.350098,7367.149902,0.0
2007-09-24T00:00:00+05:30,7650.899902,7514.399902,7661.049805,7514.399902,0.0
2007-09-25T00:00:00+05:30,7629.149902,7658.5,7694.25,7490.200195,0.0
2007-09-26T00:00:00+05:30,7755.899902,7647.100098,7829.850098,7591.799805,0.0
2007-09-27T00:00:00+05:30,7833.649902,7804.549805,7866.5,7747.100098,0.0
2007-09-28T00:00:00+05:30,8042.200195,7838.25,8082.850098,7836.049805,0.0
2007-10-01T00:00:00+05:30,7987.5,8008.549805,8085.149902,7913.299805,0.0
2007-10-03T00:00:00+05:30,8097.899902,8029.799805,8235.799805,7820.25,0.0
2007-10-04T00:00:00+05:30,8035.899902,8083.299805,8086.700195,7828.649902,0.0
2007-10-05T00:00:00+05:30,7845.25,8038.100098,8066.549805,7789.700195,0.0
2007-10-08T00:00:00+05:30,7626.399902,7853.149902,7935.450195,7516.450195,0.0
2007-10-09T00:00:00+05:30,7895.850098,7580.899902,7916.450195,7535.049805,0.0
2007-10-10T00:00:00+05:30,8030.649902,7960.649902,8081.049805,7907.350098,0.0
2007-10-11T00:00:00+05:30,8158.799805,8054.299805,8177.75,8005.5,0.0
2007-10-12T00:00:00+05:30,7934.0,8093.649902,8132.100098,7889.799805,0.0
2007-10-15T00:00:00+05:30,8286.299805,7962.549805,8306.349609,7962.549805,0.0
2007-10-16T00:00:00+05:30,8452.200195,8361.400391,8491.650391,8240.299805,0.0
2007-10-17T00:00:00+05:30,8099.899902,8071.549805,8218.099609,7641.5,0.0
2007-10-18T00:00:00+05:30,7608.75,8055.149902,8192.450195,7519.700195,0.0
2007-10-19T00:00:00+05:30,7423.799805,7637.399902,7718.899902,7279.299805,0.0
2007-10-22T00:00:00+05:30,7568.0,7374.350098,7621.649902,7289.200195,0.0
2007-10-23T00:00:00+05:30,8101.100098,7621.049805,8118.75,7621.049805,0.0
2007-10-24T00:00:00+05:30,8228.650391,8167.950195,8276.650391,8058.549805,0.0
2007-10-25T00:00:00+05:30,8428.650391,8228.200195,8528.25,8185.549805,0.0
2007-10-26T00:00:00+05:30,8749.900391,8426.400391,8804.900391,8257.049805,0.0
2007-10-29T00:00:00+05:30,9000.75,8918.049805,9122.349609,8865.650391,0.0
2007-10-30T00:00:00+05:30,8934.150391,9024.549805,9237.799805,8832.5,0.0
2007-10-31T00:00:00+05:30,9013.150391,8906.299805,9116.799805,8839.400391,0.0
2007-11-01T00:00:00+05:30,9198.599609,9220.400391,9358.0,9032.700195,0.0
2007-11-02T00:00:00+05:30,9560.700195,8953.400391,9610.700195,8898.200195,0.0
2007-11-05T00:00:00+05:30,9397.549805,9549.799805,9692.5,9346.25,0.0
2007-11-06T00:00:00+05:30,9216.299805,9383.549805,9550.650391,9129.849609,0.0
2007-11-07T00:00:00+05:30,9090.200195,9215.400391,9388.049805,9049.650391,0.0
2007-11-08T00:00:00+05:30,8876.25,9090.799805,9090.799805,8816.950195,0.0
2007-11-12T00:00:00+05:30,8758.200195,8596.150391,8819.900391,8429.349609,0.0
2007-11-13T00:00:00+05:30,9060.0,8761.349609,9149.0,8642.849609,0.0
2007-11-14T00:00:00+05:30,9613.049805,9230.650391,9651.849609,9230.650391,0.0
2007-11-15T00:00:00+05:30,9454.700195,9560.200195,9601.450195,9422.349609,0.0
2007-11-16T00:00:00+05:30,9474.150391,9476.849609,9538.650391,9272.349609,0.0
2007-11-19T00:00:00+05:30,9396.25,9541.099609,9595.450195,9367.849609,0.0
2007-11-20T00:00:00+05:30,9277.849609,9356.400391,9574.849609,9210.099609,0.0
2007-11-21T00:00:00+05:30,8829.799805,9272.200195,9291.650391,8766.349609,0.0
2007-11-22T00:00:00+05:30,8998.799805,8835.25,9084.200195,8650.0,0.0
2007-11-23T00:00:00+05:30,8977.900391,9051.75,9127.599609,8821.150391,0.0
2007-11-26T00:00:00+05:30,9122.450195,9136.049805,9255.049805,9093.400391,0.0
2007-11-27T00:00:00+05:30,9070.75,9087.599609,9098.950195,8977.950195,0.0
2007-11-28T00:00:00+05:30,8970.849609,9043.599609,9216.150391,8938.099609,0.0
2007-11-29T00:00:00+05:30,9124.400391,9124.799805,9273.25,9063.25,0.0
2007-11-30T00:00:00+05:30,9375.75,9230.799805,9437.950195,9185.0,0.0
2007-12-03T00:00:00+05:30,9397.549805,9391.200195,9466.200195,9384.349609,0.0
2007-12-04T00:00:00+05:30,9367.099609,9404.150391,9452.700195,9341.049805,0.0
2007-12-05T00:00:00+05:30,9581.299805,9373.450195,9605.25,9373.450195,0.0
2007-12-06T00:00:00+05:30,9620.150391,9644.799805,9759.700195,9559.75,0.0
2007-12-07T00:00:00+05:30,9796.099609,9677.849609,9804.549805,9605.450195,0.0
2007-12-10T00:00:00+05:30,9864.599609,9800.200195,9889.299805,9723.599609,0.0
2007-12-11T00:00:00+05:30,10090.700195,9961.650391,10124.75,9899.950195,0.0
2007-12-12T00:00:00+05:30,10056.700195,9951.25,10086.599609,9891.25,0.0
2007-12-13T00:00:00+05:30,9920.450195,10088.400391,10123.200195,9891.900391,0.0
2007-12-14T00:00:00+05:30,9803.150391,9886.849609,9948.950195,9776.799805,0.0
2007-12-17T00:00:00+05:30,9426.700195,9790.549805,9792.150391,9362.400391,0.0
2007-12-18T00:00:00+05:30,9279.200195,9507.900391,9507.900391,9225.450195,0.0
2007-12-19T00:00:00+05:30,9240.349609,9363.950195,9446.0,9125.450195,0.0
2007-12-20T00:00:00+05:30,9245.450195,9275.650391,9332.849609,9205.349609,0.0
2007-12-24T00:00:00+05:30,9563.549805,9316.450195,9581.099609,9316.450195,0.0
2007-12-26T00:00:00+05:30,9755.200195,9545.700195,9772.0,9545.700195,0.0
2007-12-27T00:00:00+05:30,9785.049805,9810.0,9842.650391,9746.799805,0.0
2007-12-28T00:00:00+05:30,9828.349609,9742.049805,9840.349609,9625.299805,0.0
2007-12-31T00:00:00+05:30,9863.450195,9861.700195,9914.549805,9790.400391,0.0
2008-01-01T00:00:00+05:30,9905.25,9819.5,9927.400391,9813.950195,0.0
2008-01-02T00:00:00+05:30,10250.849609,10103.349609,10333.299805,9862.150391,0.0
2008-01-03T00:00:00+05:30,10100.700195,10164.0,10265.599609,10070.799805,0.0
2008-01-04T00:00:00+05:30,10233.200195,10288.049805,10326.25,10120.900391,0.0
2008-01-07T00:00:00+05:30,10391.099609,9983.099609,10482.400391,9948.349609,0.0
2008-01-08T00:00:00+05:30,10355.599609,10463.849609,10558.299805,10244.900391,0.0
2008-01-09T00:00:00+05:30,10306.450195,10355.049805,10495.299805,10232.549805,0.0
2008-01-10T00:00:00+05:30,10266.849609,10442.299805,10624.200195,10239.349609,0.0
2008-01-11T00:00:00+05:30,10561.549805,10295.700195,10634.200195,10295.700195,0.0
2008-01-14T00:00:00+05:30,10698.349609,10614.849609,10774.150391,10525.700195,0.0
2008-01-15T00:00:00+05:30,10465.700195,10680.0,10755.700195,10433.950195,0.0
2008-01-16T00:00:00+05:30,10346.950195,10390.450195,10397.299805,10038.950195,0.0
2008-01-17T00:00:00+05:30,10261.5,10404.700195,10420.25,10123.700195,0.0
2008-01-18T00:00:00+05:30,9739.900391,10168.25,10215.299805,9648.450195,0.0
2008-01-21T00:00:00+05:30,9038.950195,9671.400391,9701.099609,8504.650391,0.0
2008-01-22T00:00:00+05:30,8682.450195,8663.700195,9015.799805,7958.950195,0.0
2008-01-23T00:00:00+05:30,9259.200195,9021.5,9501.549805,8889.599609,0.0
2008-01-24T00:00:00+05:30,9133.849609,9369.099609,9630.549805,8960.200195,0.0
2008-01-25T00:00:00+05:30,9752.25,9170.349609,9827.299805,9170.349609,0.0
2008-01-28T00:00:00+05:30,9901.900391,9748.349609,9937.900391,9313.599609,0.0
2008-01-29T00:00:00+05:30,9569.599609,9933.200195,10113.349609,9420.75,0.0
2008-01-30T00:00:00+05:30,9404.150391,9635.349609,9635.349609,9309.799805,0.0
2008-01-31T00:00:00+05:30,9226.25,9442.200195,9505.349609,9147.25,0.0
2008-02-01T00:00:00+05:30,9327.049805,9320.25,9379.049805,9002.200195,0.0
