date,close,open,high,low,volume
2025-06-10T00:00:00-04:00,56629.1,56993.9,57015.4,56564.15,145969879.0
2025-06-11T00:00:00-04:00,56459.75,56639.85,56782.5,56399.4,135259963.0
2025-06-12T00:00:00-04:00,56082.55,56480.9,56611.05,55968.5,135273988.0
2025-06-13T00:00:00-04:00,55527.35,55149.3,55688.0,55149.3,142013350.0
2025-06-16T00:00:00-04:00,55944.9,55554.1,55999.85,55381.45,107684846.0
2025-06-17T00:00:00-04:00,55714.15,55975.0,56067.3,55643.95,106308600.0
2025-06-18T00:00:00-04:00,55828.75,55544.95,55933.6,55511.8,116387466.0
2025-06-19T00:00:00-04:00,55577.45,55784.85,55942.45,55475.45,131337052.0
2025-06-20T00:00:00-04:00,56252.85,55566.7,56328.2,55566.4,161498033.0
2025-06-23T00:00:00-04:00,56059.35,55832.35,56233.55,55779.25,86815983.0
2025-06-24T00:00:00-04:00,56461.9,56529.45,56862.0,56276.15,132949497.0
2025-06-25T00:00:00-04:00,56621.15,56564.5,56681.4,56420.65,98673656.0
2025-06-26T00:00:00-04:00,57206.7,56693.55,57263.45,56558.35,176543280.0
2025-06-27T00:00:00-04:00,57443.9,57234.7,57475.4,56993.85,237982623.0
2025-06-30T00:00:00-04:00,57312.75,57529.95,57614.5,57193.8,182974016.0
2025-07-01T00:00:00-04:00,57459.45,57375.8,57533.85,57150.35,283276197.0
2025-07-02T00:00:00-04:00,56999.2,57558.2,57628.4,56833.8,169590882.0
2025-07-03T00:00:00-04:00,56791.95,57050.4,57193.25,56764.1,149891510.0
2025-07-04T00:00:00-04:00,57031.9,56825.25,57075.1,56623.6,93858205.0
2025-07-07T00:00:00-04:00,56949.2,56938.7,57152.2,56838.55,103275989.0
2025-07-08T00:00:00-04:00,57256.3,56942.55,57303.3,56923.05,105496181.0
2025-07-09T00:00:00-04:00,57213.55,57199.75,57290.65,57037.9,91106919.0
2025-07-10T00:00:00-04:00,56956.0,57339.75,57363.7,56886.6,101997889.0
2025-07-11T00:00:00-04:00,56754.7,56843.45,57091.05,56607.75,95543477.0
2025-07-14T00:00:00-04:00,56765.35,56780.75,56896.3,56594.25,123043716.0
2025-07-15T00:00:00-04:00,57006.65,56709.2,57134.95,56707.8,124577638.0
2025-07-16T00:00:00-04:00,57168.95,57111.25,57276.55,56937.6,161253321.0
2025-07-17T00:00:00-04:00,56828.8,57231.95,57262.85,56780.15,129763690.0
2025-07-18T00:00:00-04:00,56283.0,56524.25,56705.15,56204.85,141249347.0
2025-07-21T00:00:00-04:00,56952.75,56558.9,56983.45,56255.7,133656637.0
2025-07-22T00:00:00-04:00,56756.0,57253.35,57286.15,56692.0,132755588.0
2025-07-23T00:00:00-04:00,57210.45,56918.15,57249.0,56715.8,129781223.0
2025-07-24T00:00:00-04:00,57066.05,57316.6,57316.6,56850.9,179807625.0
2025-07-25T00:00:00-04:00,56528.9,57170.7,57170.7,56439.4,125071034.0
2025-07-28T00:00:00-04:00,56084.9,56215.1,56578.4,55997.45,145685401.0
2025-07-29T00:00:00-04:00,56222.0,55881.8,56296.4,55843.25,145111592.0
2025-07-30T00:00:00-04:00,56150.7,56310.1,56321.15,56064.55,139650524.0
2025-07-31T00:00:00-04:00,55961.95,55728.15,56406.2,55547.35,182793120.0
2025-08-01T00:00:00-04:00,55617.6,55897.15,56097.6,55562.1,98888023.0
2025-08-04T00:00:00-04:00,55619.35,55557.5,55752.45,55437.3,131113299.0
2025-08-05T00:00:00-04:00,55360.25,55545.05,55648.15,55202.85,105715243.0
2025-08-06T00:00:00-04:00,55411.15,55329.8,55559.4,55227.7,117597509.0
2025-08-07T00:00:00-04:00,55521.15,55215.65,55614.8,54973.55,95473822.0
2025-08-08T00:00:00-04:00,55004.9,55609.35,55652.6,54905.6,97278488.0
2025-08-11T00:00:00-04:00,55510.75,54999.35,55582.15,54927.55,105180632.0
2025-08-12T00:00:00-04:00,55043.7,55441.1,55566.7,55001.5,74654204.0
2025-08-13T00:00:00-04:00,55181.45,55340.05,55340.05,55026.95,80068987.0
2025-08-14T00:00:00-04:00,55341.85,55102.55,55472.8,55074.3,74186271.0
2025-08-18T00:00:00-04:00,55734.9,55940.6,56156.3,55647.65,101715772.0
2025-08-19T00:00:00-04:00,55865.15,55622.3,55965.55,55608.15,89334976.0
2025-08-20T00:00:00-04:00,55698.5,55751.5,55812.6,55577.35,69080256.0
2025-08-21T00:00:00-04:00,55755.45,55972.05,55993.65,55708.2,70335704.0
2025-08-22T00:00:00-04:00,55149.4,55669.25,55745.0,55102.6,77141295.0
2025-08-25T00:00:00-04:00,55139.3,55147.75,55306.0,55048.4,88631811.0
2025-08-26T00:00:00-04:00,54450.45,54999.05,55068.9,54396.1,123812430.0
2025-08-28T00:00:00-04:00,53820.35,54256.0,54382.25,53768.45,134329841.0
2025-08-29T00:00:00-04:00,53655.65,53660.35,54086.0,53606.45,103888450.0
2025-09-01T00:00:00-04:00,54002.45,53658.15,54035.85,53658.15,78043463.0
2025-09-02T00:00:00-04:00,53661.0,54038.25,54160.95,53578.0,77543435.0
2025-09-03T00:00:00-04:00,54067.55,53630.75,54136.15,53561.75,100090205.0
2025-09-04T00:00:00-04:00,54075.45,54379.6,54450.55,53971.85,120031588.0
2025-09-05T00:00:00-04:00,54114.55,54308.05,54308.05,53719.55,79909524.0
2025-09-08T00:00:00-04:00,54186.9,54215.4,54518.7,54067.15,76257333.0
2025-09-09T00:00:00-04:00,54216.1,54330.55,54350.65,54079.45,93756212.0
2025-09-10T00:00:00-04:00,54536.0,54554.75,54705.2,54400.0,116930374.0
2025-09-11T00:00:00-04:00,54669.6,54413.05,54757.45,54402.4,96854156.0
2025-09-12T00:00:00-04:00,54809.3,54781.55,54852.25,54580.35,80119831.0
2025-09-15T00:00:00-04:00,54887.85,54884.05,55018.7,54807.5,72024180.0
2025-09-16T00:00:00-04:00,55147.6,54778.4,55185.45,54777.75,98659319.0
2025-09-17T00:00:00-04:00,55493.3,55158.35,55540.75,55146.55,155327382.0
2025-09-18T00:00:00-04:00,55727.45,55797.1,55835.25,55490.9,134323012.0
2025-09-19T00:00:00-04:00,55458.85,55647.95,55688.75,55355.3,190004775.0
2025-09-22T00:00:00-04:00,55284.75,55429.3,55666.35,55215.6,118640313.0
2025-09-23T00:00:00-04:00,55509.75,55248.7,55662.0,55159.0,171202052.0
2025-09-24T00:00:00-04:00,55121.5,55387.1,55511.1,55040.45,171980461.0
2025-09-25T00:00:00-04:00,54976.2,55061.65,55276.65,54903.3,158420883.0
2025-09-26T00:00:00-04:00,54389.35,54797.9,54897.0,54310.95,127686862.0
2025-09-29T00:00:00-04:00,54461.0,54460.4,54686.05,54226.6,218344229.0
2025-09-30T00:00:00-04:00,54635.85,54705.5,54793.05,54502.95,206876041.0
2025-10-01T00:00:00-04:00,55347.95,54653.9,55406.75,54582.55,172989699.0
2025-10-03T00:00:00-04:00,55589.25,55182.6,55616.45,55177.0,156863037.0
2025-10-06T00:00:00-04:00,56104.85,55834.7,56164.2,55727.25,162639435.0
2025-10-07T00:00:00-04:00,56239.35,56126.4,56502.45,56025.05,153742467.0
2025-10-08T00:00:00-04:00,56018.25,56098.5,56303.6,55821.0,133591450.0
2025-10-09T00:00:00-04:00,56192.05,55979.0,56286.25,55843.9,118029500.0
2025-10-10T00:00:00-04:00,56609.75,56168.6,56760.25,56152.45,162952571.0
2025-10-13T00:00:00-04:00,56625.0,56337.05,56770.9,56327.4,123486993.0
2025-10-14T00:00:00-04:00,56496.45,56598.65,56721.3,56230.15,129845019.0
2025-10-15T00:00:00-04:00,56799.9,56528.95,56922.7,56491.85,123701247.0
2025-10-16T00:00:00-04:00,57422.55,57139.95,57525.8,56994.7,148601313.0
2025-10-17T00:00:00-04:00,57713.35,57362.9,57830.2,57238.65,147161418.0
2025-10-20T00:00:00-04:00,58033.2,57872.85,58261.55,57872.85,341715407.0
2025-10-21T00:00:00-04:00,58007.2,58063.4,58155.55,57887.2,38968242.0
2025-10-23T00:00:00-04:00,58078.05,58314.55,58577.5,57951.45,291556210.0
2025-10-24T00:00:00-04:00,57699.6,58172.75,58232.9,57482.05,132081008.0
2025-10-27T00:00:00-04:00,58114.25,57796.45,58224.55,57652.75,153027019.0
2025-10-28T00:00:00-04:00,58214.1,58006.55,58313.8,57770.35,256079447.0
2025-10-29T00:00:00-04:00,58385.25,58316.25,58469.9,58087.05,151847243.0
2025-10-30T00:00:00-04:00,58031.1,58152.05,58331.2,57999.2,222993699.0
2025-10-31T00:00:00-04:00,57776.35,57942.45,58254.95,57656.95,307922255.0
2025-11-03T00:00:00-05:00,58101.45,57726.85,58247.55,57718.4,204665357.0
2025-11-04T00:00:00-05:00,57827.05,57966.65,58119.65,57732.95,168559617.0
2025-11-06T00:00:00-05:00,57554.25,57714.8,57945.05,57521.0,170428684.0
2025-11-07T00:00:00-05:00,57876.8,57391.4,58001.35,57157.85,142423718.0
2025-11-10T00:00:00-05:00,57937.55,57846.2,58097.2,57846.2,123385793.0
2025-11-11T00:00:00-05:00,58138.15,57962.3,58187.35,57594.25,119589571.0
2025-11-12T00:00:00-05:00,58274.65,58505.35,58507.7,58171.85,149265514.0
2025-11-13T00:00:00-05:00,58381.95,58158.75,58615.95,58127.1,121244767.0
2025-11-14T00:00:00-05:00,58517.55,58050.0,58590.15,58050.0,114807987.0
2025-11-17T00:00:00-05:00,58962.7,58696.3,59001.55,58605.3,157460315.0
2025-11-18T00:00:00-05:00,58899.25,58990.5,59103.65,58798.9,145542247.0
2025-11-19T00:00:00-05:00,59216.05,58908.15,59264.25,58688.55,149831471.0
2025-11-21T00:00:00-05:00,58867.7,59116.7,59232.15,58823.65,121382744.0
2025-11-24T00:00:00-05:00,58835.35,58996.9,59309.9,58649.5,190388710.0
2025-11-25T00:00:00-05:00,58820.3,58925.65,59166.15,58746.2,137380135.0
2025-11-26T00:00:00-05:00,59528.05,58783.05,59554.95,58783.05,140180988.0
2025-11-27T00:00:00-05:00,59737.3,59605.3,59866.6,59523.0,137809670.0
2025-11-28T00:00:00-05:00,59752.7,59758.7,59897.5,59598.95,100023044.0
2025-12-01T00:00:00-05:00,59681.35,60102.05,60114.3,59527.6,122326469.0
2025-12-02T00:00:00-05:00,59273.8,59354.2,59656.55,59251.95,207110345.0
2025-12-03T00:00:00-05:00,59348.25,59158.7,59414.9,58925.7,166403478.0
2025-12-04T00:00:00-05:00,59288.7,59287.1,59548.7,59062.15,109589024.0
2025-12-05T00:00:00-05:00,59777.2,59133.2,59806.6,59106.55,119481620.0
2025-12-08T00:00:00-05:00,59238.55,59672.05,59713.15,59030.6,131203623.0
2025-12-09T00:00:00-05:00,59222.35,58918.85,59358.25,58878.45,137791712.0
2025-12-10T00:00:00-05:00,59039.3,59281.55,59440.9,58973.75,0.0
